lib,chrs,start,stop,cos,width
results/06_tiger/lib53_MappedOn_tair10,Chr4,14902289,14902535,14902412,246
results/06_tiger/lib53_MappedOn_tair10,Chr5,8910826,8910900,8910863,74
results/06_tiger/lib53_MappedOn_tair10,Chr5,15193664,15193695,15193680,31
results/06_tiger/lib54_MappedOn_tair10,Chr1,10146795,10146947,10146871,152
results/06_tiger/lib54_MappedOn_tair10,Chr1,26683938,26684487,26684212,549
results/06_tiger/lib54_MappedOn_tair10,Chr1,30205318,30207742,30206530,2424
results/06_tiger/lib54_MappedOn_tair10,Chr2,2113902,2114785,2114344,883
results/06_tiger/lib54_MappedOn_tair10,Chr2,9570129,9572595,9571362,2466
results/06_tiger/lib54_MappedOn_tair10,Chr3,8226695,8227358,8227027,663
results/06_tiger/lib54_MappedOn_tair10,Chr3,11745009,11745471,11745240,462
results/06_tiger/lib54_MappedOn_tair10,Chr3,16721531,16721625,16721578,94
results/06_tiger/lib54_MappedOn_tair10,Chr4,6937197,6937590,6937393,393
results/06_tiger/lib54_MappedOn_tair10,Chr4,12573224,12575116,12574170,1892
results/06_tiger/lib54_MappedOn_tair10,Chr5,660851,661052,660951,201
results/06_tiger/lib54_MappedOn_tair10,Chr5,22228400,22229196,22228798,796
results/06_tiger/lib54_MappedOn_tair10,Chr5,23393059,23393212,23393135,153
results/06_tiger/lib55_MappedOn_tair10,Chr1,7783199,7783521,7783360,322
results/06_tiger/lib55_MappedOn_tair10,Chr1,22939827,22940028,22939927,201
results/06_tiger/lib55_MappedOn_tair10,Chr2,1497977,1498044,1498011,67
results/06_tiger/lib55_MappedOn_tair10,Chr2,12279753,12280280,12280017,527
results/06_tiger/lib55_MappedOn_tair10,Chr3,9209778,9210593,9210186,815
results/06_tiger/lib55_MappedOn_tair10,Chr3,10960126,10960705,10960416,579
results/06_tiger/lib55_MappedOn_tair10,Chr4,736727,737253,736990,526
results/06_tiger/lib55_MappedOn_tair10,Chr4,6289040,6289627,6289334,587
results/06_tiger/lib55_MappedOn_tair10,Chr5,1742494,1750107,1746300,7613
results/06_tiger/lib55_MappedOn_tair10,Chr5,9807134,9807211,9807172,77
results/06_tiger/lib55_MappedOn_tair10,Chr5,24468460,24468737,24468598,277
results/06_tiger/lib56_MappedOn_tair10,Chr1,12256284,12256399,12256342,115
results/06_tiger/lib56_MappedOn_tair10,Chr1,22174984,22175268,22175126,284
results/06_tiger/lib56_MappedOn_tair10,Chr2,393300,393565,393432,265
results/06_tiger/lib56_MappedOn_tair10,Chr2,18396153,18396683,18396418,530
results/06_tiger/lib56_MappedOn_tair10,Chr3,1267793,1268962,1268377,1169
results/06_tiger/lib56_MappedOn_tair10,Chr3,11022416,11022913,11022664,497
results/06_tiger/lib56_MappedOn_tair10,Chr4,719673,720213,719943,540
results/06_tiger/lib56_MappedOn_tair10,Chr5,23605390,23605585,23605488,195
results/06_tiger/lib57_MappedOn_tair10,Chr1,7723248,7723697,7723472,449
results/06_tiger/lib57_MappedOn_tair10,Chr1,24459840,24461010,24460425,1170
results/06_tiger/lib57_MappedOn_tair10,Chr2,12198062,12201586,12199824,3524
results/06_tiger/lib57_MappedOn_tair10,Chr3,15668809,15669653,15669231,844
results/06_tiger/lib57_MappedOn_tair10,Chr5,326486,327108,326797,622
results/06_tiger/lib58_MappedOn_tair10,Chr1,11953643,11953853,11953748,210
results/06_tiger/lib58_MappedOn_tair10,Chr1,30153594,30154144,30153869,550
results/06_tiger/lib58_MappedOn_tair10,Chr3,7641866,7642310,7642088,444
results/06_tiger/lib58_MappedOn_tair10,Chr3,10855535,10856365,10855950,830
results/06_tiger/lib58_MappedOn_tair10,Chr5,14008240,14008457,14008348,217
results/06_tiger/lib59_MappedOn_tair10,Chr1,8393239,8393447,8393343,208
results/06_tiger/lib59_MappedOn_tair10,Chr1,22943476,22943645,22943560,169
results/06_tiger/lib59_MappedOn_tair10,Chr3,15178498,15178568,15178533,70
results/06_tiger/lib59_MappedOn_tair10,Chr4,141525,141761,141643,236
results/06_tiger/lib59_MappedOn_tair10,Chr4,305366,305713,305540,347
results/06_tiger/lib59_MappedOn_tair10,Chr5,9941427,9941447,9941437,20
results/06_tiger/lib59_MappedOn_tair10,Chr5,15217208,15217946,15217577,738
results/06_tiger/lib6_MappedOn_tair10,Chr1,9454815,9456960,9455887,2145
results/06_tiger/lib6_MappedOn_tair10,Chr2,2313696,2313714,2313705,18
results/06_tiger/lib6_MappedOn_tair10,Chr5,2861682,2864625,2863154,2943
results/06_tiger/lib6_MappedOn_tair10,Chr5,7841706,7841934,7841820,228
results/06_tiger/lib6_MappedOn_tair10,Chr5,15706859,15707346,15707103,487
results/06_tiger/lib60_MappedOn_tair10,Chr1,16132256,16132382,16132319,126
results/06_tiger/lib60_MappedOn_tair10,Chr1,16919018,16919746,16919382,728
results/06_tiger/lib60_MappedOn_tair10,Chr2,2140610,2162369,2151490,21759
results/06_tiger/lib60_MappedOn_tair10,Chr3,18267495,18268291,18267893,796
results/06_tiger/lib60_MappedOn_tair10,Chr3,18919352,18919465,18919408,113
results/06_tiger/lib60_MappedOn_tair10,Chr4,1200878,1201026,1200952,148
results/06_tiger/lib60_MappedOn_tair10,Chr4,11914834,11915111,11914972,277
results/06_tiger/lib61_MappedOn_tair10,Chr4,10808817,10809464,10809141,647
results/06_tiger/lib61_MappedOn_tair10,Chr5,7482725,7482918,7482821,193
results/06_tiger/lib62_MappedOn_tair10,Chr1,9351144,9351371,9351258,227
results/06_tiger/lib62_MappedOn_tair10,Chr2,6677611,6686374,6681993,8763
results/06_tiger/lib62_MappedOn_tair10,Chr3,10503637,10503722,10503679,85
results/06_tiger/lib62_MappedOn_tair10,Chr4,5716167,5723568,5719867,7401
results/06_tiger/lib62_MappedOn_tair10,Chr5,9044516,9044787,9044652,271
results/06_tiger/lib63_MappedOn_tair10,Chr1,678747,678934,678841,187
results/06_tiger/lib63_MappedOn_tair10,Chr1,18030871,18031216,18031043,345
results/06_tiger/lib63_MappedOn_tair10,Chr2,9801493,9801728,9801611,235
results/06_tiger/lib63_MappedOn_tair10,Chr2,18649709,18650758,18650233,1049
results/06_tiger/lib63_MappedOn_tair10,Chr3,6671611,6672200,6671905,589
results/06_tiger/lib63_MappedOn_tair10,Chr4,6025903,6027169,6026536,1266
results/06_tiger/lib63_MappedOn_tair10,Chr4,17633509,17634772,17634141,1263
results/06_tiger/lib63_MappedOn_tair10,Chr5,8772778,8772993,8772886,215
results/06_tiger/lib63_MappedOn_tair10,Chr5,19216563,19216599,19216581,36
results/06_tiger/lib64_MappedOn_tair10,Chr1,12622272,12623115,12622694,843
results/06_tiger/lib64_MappedOn_tair10,Chr1,13321264,13322087,13321676,823
results/06_tiger/lib64_MappedOn_tair10,Chr2,18698394,18698713,18698554,319
results/06_tiger/lib64_MappedOn_tair10,Chr3,10739540,10742318,10740929,2778
results/06_tiger/lib64_MappedOn_tair10,Chr4,5710119,5710375,5710247,256
results/06_tiger/lib64_MappedOn_tair10,Chr5,15190371,15190448,15190409,77
results/06_tiger/lib65_MappedOn_tair10,Chr1,12433284,12434044,12433664,760
results/06_tiger/lib65_MappedOn_tair10,Chr2,2022892,2023149,2023020,257
results/06_tiger/lib65_MappedOn_tair10,Chr3,3420259,3420775,3420517,516
results/06_tiger/lib65_MappedOn_tair10,Chr3,10951558,10951884,10951721,326
results/06_tiger/lib65_MappedOn_tair10,Chr4,1179800,1179940,1179870,140
results/06_tiger/lib65_MappedOn_tair10,Chr5,6420271,6420376,6420323,105
results/06_tiger/lib65_MappedOn_tair10,Chr5,8739898,8740321,8740110,423
results/06_tiger/lib65_MappedOn_tair10,Chr5,19365466,19365639,19365552,173
results/06_tiger/lib65_MappedOn_tair10,Chr5,26870208,26870688,26870448,480
results/06_tiger/lib66_MappedOn_tair10,Chr1,12661317,12661605,12661461,288
results/06_tiger/lib66_MappedOn_tair10,Chr2,374126,375007,374566,881
results/06_tiger/lib66_MappedOn_tair10,Chr2,15870448,15870859,15870654,411
results/06_tiger/lib66_MappedOn_tair10,Chr2,16926404,16930503,16928454,4099
results/06_tiger/lib66_MappedOn_tair10,Chr3,11725018,11725238,11725128,220
results/06_tiger/lib66_MappedOn_tair10,Chr4,6025903,6027169,6026536,1266
results/06_tiger/lib66_MappedOn_tair10,Chr5,8846751,8848670,8847711,1919
results/06_tiger/lib66_MappedOn_tair10,Chr5,20564207,20630806,20597507,66599
results/06_tiger/lib67_MappedOn_tair10,Chr1,12516119,12516122,12516121,3
results/06_tiger/lib67_MappedOn_tair10,Chr1,28599734,28600721,28600228,987
results/06_tiger/lib67_MappedOn_tair10,Chr2,6802479,6802673,6802576,194
results/06_tiger/lib67_MappedOn_tair10,Chr4,5370948,5371219,5371084,271
results/06_tiger/lib67_MappedOn_tair10,Chr5,24274906,24275571,24275238,665
results/06_tiger/lib68_MappedOn_tair10,Chr1,11276767,11276975,11276871,208
results/06_tiger/lib68_MappedOn_tair10,Chr1,24252953,24253071,24253012,118
results/06_tiger/lib68_MappedOn_tair10,Chr1,29485540,29486081,29485810,541
results/06_tiger/lib68_MappedOn_tair10,Chr2,6354107,6354494,6354301,387
results/06_tiger/lib68_MappedOn_tair10,Chr2,15112094,15112941,15112518,847
results/06_tiger/lib68_MappedOn_tair10,Chr3,16411803,16411842,16411823,39
results/06_tiger/lib68_MappedOn_tair10,Chr4,15417970,15418825,15418398,855
results/06_tiger/lib68_MappedOn_tair10,Chr5,19179856,19180173,19180014,317
results/06_tiger/lib69_MappedOn_tair10,Chr1,3890857,3891139,3890998,282
results/06_tiger/lib69_MappedOn_tair10,Chr1,16921749,16922407,16922078,658
results/06_tiger/lib69_MappedOn_tair10,Chr2,506941,507152,507047,211
results/06_tiger/lib69_MappedOn_tair10,Chr2,7527258,7527495,7527376,237
results/06_tiger/lib69_MappedOn_tair10,Chr2,9920164,9920478,9920321,314
results/06_tiger/lib69_MappedOn_tair10,Chr4,6901597,6901670,6901633,73
results/06_tiger/lib69_MappedOn_tair10,Chr5,13655702,13655940,13655821,238
results/06_tiger/lib69_MappedOn_tair10,Chr5,25034105,25034199,25034152,94
results/06_tiger/lib7_MappedOn_tair10,Chr1,4594647,4595087,4594867,440
results/06_tiger/lib7_MappedOn_tair10,Chr1,16886744,16887374,16887059,630
results/06_tiger/lib7_MappedOn_tair10,Chr1,29219791,29220087,29219939,296
results/06_tiger/lib7_MappedOn_tair10,Chr2,1926865,1927123,1926994,258
results/06_tiger/lib7_MappedOn_tair10,Chr2,12365761,12365916,12365839,155
results/06_tiger/lib7_MappedOn_tair10,Chr3,10048158,10048368,10048263,210
results/06_tiger/lib7_MappedOn_tair10,Chr4,155806,156431,156118,625
results/06_tiger/lib7_MappedOn_tair10,Chr4,7849133,7849163,7849148,30
results/06_tiger/lib7_MappedOn_tair10,Chr5,2120533,2120755,2120644,222
results/06_tiger/lib7_MappedOn_tair10,Chr5,15379893,15380113,15380003,220
results/06_tiger/lib70_MappedOn_tair10,Chr1,12940425,12940937,12940681,512
results/06_tiger/lib70_MappedOn_tair10,Chr1,17133674,17134362,17134018,688
results/06_tiger/lib70_MappedOn_tair10,Chr3,10232969,10233776,10233373,807
results/06_tiger/lib70_MappedOn_tair10,Chr4,661855,662108,661981,253
results/06_tiger/lib70_MappedOn_tair10,Chr5,327930,328312,328121,382
results/06_tiger/lib71_MappedOn_tair10,Chr1,7147761,7152505,7150133,4744
results/06_tiger/lib71_MappedOn_tair10,Chr1,7944496,7944545,7944520,49
results/06_tiger/lib71_MappedOn_tair10,Chr1,19565054,19565752,19565403,698
results/06_tiger/lib71_MappedOn_tair10,Chr2,19460557,19467282,19463919,6725
results/06_tiger/lib71_MappedOn_tair10,Chr3,10358453,10358741,10358597,288
results/06_tiger/lib71_MappedOn_tair10,Chr5,594325,594373,594349,48
results/06_tiger/lib71_MappedOn_tair10,Chr5,22689938,22690033,22689986,95
results/06_tiger/lib72_MappedOn_tair10,Chr1,176509,178456,177483,1947
results/06_tiger/lib72_MappedOn_tair10,Chr1,12451999,12455185,12453592,3186
results/06_tiger/lib72_MappedOn_tair10,Chr2,2023202,2023986,2023594,784
results/06_tiger/lib72_MappedOn_tair10,Chr2,15728728,15729865,15729296,1137
results/06_tiger/lib72_MappedOn_tair10,Chr4,6091502,6091956,6091729,454
results/06_tiger/lib72_MappedOn_tair10,Chr5,23980093,23980120,23980107,27
results/06_tiger/lib72_MappedOn_tair10,Chr5,26972403,26972753,26972578,350
results/06_tiger/lib73_MappedOn_tair10,Chr1,8549246,8549737,8549492,491
results/06_tiger/lib73_MappedOn_tair10,Chr1,16115282,16115746,16115514,464
results/06_tiger/lib73_MappedOn_tair10,Chr2,6519568,6520223,6519896,655
results/06_tiger/lib73_MappedOn_tair10,Chr3,11835057,11835327,11835192,270
results/06_tiger/lib73_MappedOn_tair10,Chr4,6267524,6268926,6268225,1402
results/06_tiger/lib73_MappedOn_tair10,Chr4,11799001,11799738,11799369,737
results/06_tiger/lib73_MappedOn_tair10,Chr5,2102158,2102281,2102220,123
results/06_tiger/lib73_MappedOn_tair10,Chr5,14010447,14010639,14010543,192
results/06_tiger/lib73_MappedOn_tair10,Chr5,14933616,14934021,14933818,405
results/06_tiger/lib74_MappedOn_tair10,Chr2,1136759,1136801,1136780,42
results/06_tiger/lib74_MappedOn_tair10,Chr4,5447789,5448146,5447967,357
results/06_tiger/lib74_MappedOn_tair10,Chr5,16622782,16622862,16622822,80
results/06_tiger/lib75_MappedOn_tair10,Chr1,4857771,4859205,4858488,1434
results/06_tiger/lib75_MappedOn_tair10,Chr1,16925803,16925911,16925857,108
results/06_tiger/lib75_MappedOn_tair10,Chr2,2890526,2890823,2890674,297
results/06_tiger/lib75_MappedOn_tair10,Chr2,18721996,18724754,18723375,2758
results/06_tiger/lib75_MappedOn_tair10,Chr4,2909414,2909737,2909576,323
results/06_tiger/lib75_MappedOn_tair10,Chr5,9318013,9318985,9318499,972
results/06_tiger/lib76_MappedOn_tair10,Chr3,11811148,11811507,11811328,359
results/06_tiger/lib76_MappedOn_tair10,Chr5,24387584,24387895,24387740,311
results/06_tiger/lib77_MappedOn_tair10,Chr1,771134,771525,771330,391
results/06_tiger/lib77_MappedOn_tair10,Chr1,14174359,14329820,14252089,155461
results/06_tiger/lib77_MappedOn_tair10,Chr1,25429474,25430619,25430046,1145
results/06_tiger/lib77_MappedOn_tair10,Chr2,345069,345088,345079,19
results/06_tiger/lib77_MappedOn_tair10,Chr2,16198465,16200123,16199294,1658
results/06_tiger/lib77_MappedOn_tair10,Chr3,5856622,5857250,5856936,628
results/06_tiger/lib77_MappedOn_tair10,Chr3,11385884,11385931,11385908,47
results/06_tiger/lib77_MappedOn_tair10,Chr4,5734101,5734505,5734303,404
results/06_tiger/lib77_MappedOn_tair10,Chr5,14239651,14240145,14239898,494
results/06_tiger/lib77_MappedOn_tair10,Chr5,21093297,21093306,21093301,9
results/06_tiger/lib78_MappedOn_tair10,Chr1,11440075,11440277,11440176,202
results/06_tiger/lib78_MappedOn_tair10,Chr2,756138,756193,756166,55
results/06_tiger/lib78_MappedOn_tair10,Chr3,21086940,21087135,21087038,195
results/06_tiger/lib78_MappedOn_tair10,Chr4,7416625,7417297,7416961,672
results/06_tiger/lib78_MappedOn_tair10,Chr5,15763083,15763371,15763227,288
results/06_tiger/lib79_MappedOn_tair10,Chr1,26137099,26137883,26137491,784
results/06_tiger/lib79_MappedOn_tair10,Chr4,5247294,5247922,5247608,628
results/06_tiger/lib79_MappedOn_tair10,Chr4,10970039,10970731,10970385,692
results/06_tiger/lib79_MappedOn_tair10,Chr5,10493969,10494191,10494080,222
results/06_tiger/lib79_MappedOn_tair10,Chr5,18073354,18073974,18073664,620
results/06_tiger/lib8_MappedOn_tair10,Chr1,7854983,7855070,7855027,87
results/06_tiger/lib8_MappedOn_tair10,Chr1,23247953,23248391,23248172,438
results/06_tiger/lib8_MappedOn_tair10,Chr2,2162369,2177365,2169867,14996
results/06_tiger/lib8_MappedOn_tair10,Chr2,8986369,8986784,8986577,415
results/06_tiger/lib8_MappedOn_tair10,Chr2,18536106,18536921,18536514,815
results/06_tiger/lib8_MappedOn_tair10,Chr3,9478013,9478350,9478181,337
results/06_tiger/lib8_MappedOn_tair10,Chr3,22367461,22368240,22367851,779
results/06_tiger/lib8_MappedOn_tair10,Chr5,530555,531664,531109,1109
results/06_tiger/lib8_MappedOn_tair10,Chr5,20696224,20696554,20696389,330
results/06_tiger/lib80_MappedOn_tair10,Chr1,4654541,4690603,4672572,36062
results/06_tiger/lib80_MappedOn_tair10,Chr1,29381787,29382536,29382161,749
results/06_tiger/lib80_MappedOn_tair10,Chr3,18366162,18366180,18366171,18
results/06_tiger/lib80_MappedOn_tair10,Chr4,158249,158556,158403,307
results/06_tiger/lib80_MappedOn_tair10,Chr4,1021552,1021755,1021654,203
results/06_tiger/lib80_MappedOn_tair10,Chr4,11879313,11879510,11879411,197
results/06_tiger/lib80_MappedOn_tair10,Chr4,17952600,17954424,17953512,1824
results/06_tiger/lib80_MappedOn_tair10,Chr5,7225700,7226239,7225970,539
results/06_tiger/lib80_MappedOn_tair10,Chr5,14301164,14301858,14301511,694
results/06_tiger/lib81_MappedOn_tair10,Chr2,12931927,12932982,12932455,1055
results/06_tiger/lib81_MappedOn_tair10,Chr3,16124619,16124781,16124700,162
results/06_tiger/lib81_MappedOn_tair10,Chr5,21413701,21414529,21414115,828
results/06_tiger/lib82_MappedOn_tair10,Chr1,16491809,16491823,16491816,14
results/06_tiger/lib82_MappedOn_tair10,Chr2,10047053,10047257,10047155,204
results/06_tiger/lib82_MappedOn_tair10,Chr4,9384712,9384771,9384742,59
results/06_tiger/lib82_MappedOn_tair10,Chr5,14918600,14919356,14918978,756
results/06_tiger/lib82_MappedOn_tair10,Chr5,22819566,22821719,22820642,2153
results/06_tiger/lib83_MappedOn_tair10,Chr1,7348067,7348743,7348405,676
results/06_tiger/lib83_MappedOn_tair10,Chr1,13118541,13118964,13118753,423
results/06_tiger/lib83_MappedOn_tair10,Chr1,26527183,26527412,26527297,229
results/06_tiger/lib83_MappedOn_tair10,Chr2,7058240,7058538,7058389,298
results/06_tiger/lib83_MappedOn_tair10,Chr3,4745323,4745522,4745423,199
results/06_tiger/lib83_MappedOn_tair10,Chr3,8688078,8689343,8688710,1265
results/06_tiger/lib83_MappedOn_tair10,Chr4,9447141,9447457,9447299,316
results/06_tiger/lib83_MappedOn_tair10,Chr5,23660925,23661391,23661158,466
results/06_tiger/lib84_MappedOn_tair10,Chr1,1545525,1545726,1545625,201
results/06_tiger/lib84_MappedOn_tair10,Chr1,17206785,17207060,17206923,275
results/06_tiger/lib84_MappedOn_tair10,Chr2,874011,874034,874023,23
results/06_tiger/lib84_MappedOn_tair10,Chr2,6324900,6325833,6325366,933
results/06_tiger/lib84_MappedOn_tair10,Chr2,15779739,15779894,15779817,155
results/06_tiger/lib84_MappedOn_tair10,Chr2,19582892,19583487,19583190,595
results/06_tiger/lib84_MappedOn_tair10,Chr3,17517204,17520838,17519021,3634
results/06_tiger/lib84_MappedOn_tair10,Chr3,19928426,19929401,19928914,975
results/06_tiger/lib84_MappedOn_tair10,Chr4,177047,177244,177145,197
results/06_tiger/lib84_MappedOn_tair10,Chr4,8882807,8883581,8883194,774
results/06_tiger/lib84_MappedOn_tair10,Chr5,13433528,13433850,13433689,322
results/06_tiger/lib84_MappedOn_tair10,Chr5,16283818,16284185,16284002,367
results/06_tiger/lib84_MappedOn_tair10,Chr5,24534724,24535056,24534890,332
results/06_tiger/lib85_MappedOn_tair10,Chr1,135853,136588,136221,735
results/06_tiger/lib85_MappedOn_tair10,Chr1,12615139,12615241,12615190,102
results/06_tiger/lib85_MappedOn_tair10,Chr1,23430129,23430316,23430223,187
results/06_tiger/lib85_MappedOn_tair10,Chr3,2826107,2826297,2826202,190
results/06_tiger/lib85_MappedOn_tair10,Chr3,6272917,6273108,6273013,191
results/06_tiger/lib85_MappedOn_tair10,Chr4,10715369,10715858,10715613,489
results/06_tiger/lib85_MappedOn_tair10,Chr4,16824511,16825777,16825144,1266
results/06_tiger/lib85_MappedOn_tair10,Chr5,22502315,22502618,22502467,303
results/06_tiger/lib86_MappedOn_tair10,Chr1,16644086,16644400,16644243,314
results/06_tiger/lib86_MappedOn_tair10,Chr4,322410,323341,322876,931
results/06_tiger/lib86_MappedOn_tair10,Chr4,720369,721033,720701,664
results/06_tiger/lib87_MappedOn_tair10,Chr1,8919881,8920494,8920187,613
results/06_tiger/lib87_MappedOn_tair10,Chr2,462521,463008,462765,487
results/06_tiger/lib87_MappedOn_tair10,Chr3,9008354,9009482,9008918,1128
results/06_tiger/lib87_MappedOn_tair10,Chr5,1606659,1606857,1606758,198
results/06_tiger/lib87_MappedOn_tair10,Chr5,18665970,18666555,18666262,585
results/06_tiger/lib88_MappedOn_tair10,Chr1,9972191,9972762,9972477,571
results/06_tiger/lib88_MappedOn_tair10,Chr1,20187590,20187656,20187623,66
results/06_tiger/lib88_MappedOn_tair10,Chr1,26539906,26539975,26539940,69
results/06_tiger/lib88_MappedOn_tair10,Chr2,505255,505763,505509,508
results/06_tiger/lib88_MappedOn_tair10,Chr2,19178104,19179687,19178896,1583
results/06_tiger/lib88_MappedOn_tair10,Chr3,17126162,17126201,17126182,39
results/06_tiger/lib88_MappedOn_tair10,Chr4,5296223,5296613,5296418,390
results/06_tiger/lib88_MappedOn_tair10,Chr4,9023719,9024362,9024041,643
results/06_tiger/lib88_MappedOn_tair10,Chr5,1095202,1095396,1095299,194
results/06_tiger/lib89_MappedOn_tair10,Chr1,8141793,8142655,8142224,862
results/06_tiger/lib89_MappedOn_tair10,Chr1,11818812,11819706,11819259,894
results/06_tiger/lib89_MappedOn_tair10,Chr1,28289613,28290098,28289855,485
results/06_tiger/lib89_MappedOn_tair10,Chr2,626651,627212,626931,561
results/06_tiger/lib89_MappedOn_tair10,Chr2,6542833,6543825,6543329,992
results/06_tiger/lib89_MappedOn_tair10,Chr3,3854392,3855126,3854759,734
results/06_tiger/lib89_MappedOn_tair10,Chr3,15178660,15178683,15178672,23
results/06_tiger/lib89_MappedOn_tair10,Chr3,17973298,17976391,17974844,3093
results/06_tiger/lib89_MappedOn_tair10,Chr5,9046830,9047635,9047232,805
results/06_tiger/lib89_MappedOn_tair10,Chr5,9197434,9198712,9198073,1278
results/06_tiger/lib9_MappedOn_tair10,Chr1,17383822,17384390,17384106,568
results/06_tiger/lib9_MappedOn_tair10,Chr2,12430150,12430521,12430336,371
results/06_tiger/lib9_MappedOn_tair10,Chr2,12775267,12775373,12775320,106
results/06_tiger/lib9_MappedOn_tair10,Chr3,10754650,10755363,10755006,713
results/06_tiger/lib9_MappedOn_tair10,Chr4,44100,46842,45471,2742
results/06_tiger/lib9_MappedOn_tair10,Chr5,1463841,1463958,1463899,117
results/06_tiger/lib9_MappedOn_tair10,Chr5,18343724,18344347,18344036,623
results/06_tiger/lib90_MappedOn_tair10,Chr1,8313113,8316048,8314581,2935
results/06_tiger/lib90_MappedOn_tair10,Chr1,16132382,16132479,16132430,97
results/06_tiger/lib90_MappedOn_tair10,Chr2,427947,427961,427954,14
results/06_tiger/lib90_MappedOn_tair10,Chr2,2256804,2258623,2257714,1819
results/06_tiger/lib90_MappedOn_tair10,Chr2,12771139,12771680,12771409,541
results/06_tiger/lib90_MappedOn_tair10,Chr3,5316677,5316811,5316744,134
results/06_tiger/lib90_MappedOn_tair10,Chr3,8983006,8983579,8983292,573
results/06_tiger/lib90_MappedOn_tair10,Chr3,17520025,17520838,17520431,813
results/06_tiger/lib90_MappedOn_tair10,Chr3,21136710,21136806,21136758,96
results/06_tiger/lib90_MappedOn_tair10,Chr4,5152840,5153012,5152926,172
results/06_tiger/lib90_MappedOn_tair10,Chr5,8333495,8334099,8333797,604
results/06_tiger/lib90_MappedOn_tair10,Chr5,21302714,21302940,21302827,226
results/06_tiger/lib91_MappedOn_tair10,Chr1,9500553,9501125,9500839,572
results/06_tiger/lib91_MappedOn_tair10,Chr1,14329778,14329820,14329799,42
results/06_tiger/lib91_MappedOn_tair10,Chr2,5934464,5935892,5935178,1428
results/06_tiger/lib91_MappedOn_tair10,Chr3,6739822,6740345,6740084,523
results/06_tiger/lib91_MappedOn_tair10,Chr3,16615976,16616415,16616196,439
results/06_tiger/lib91_MappedOn_tair10,Chr5,10428989,10430190,10429589,1201
results/06_tiger/lib92_MappedOn_tair10,Chr1,16472407,16472503,16472455,96
results/06_tiger/lib92_MappedOn_tair10,Chr2,6849191,6849856,6849523,665
results/06_tiger/lib92_MappedOn_tair10,Chr3,11529355,11529905,11529630,550
results/06_tiger/lib92_MappedOn_tair10,Chr4,7283154,7283757,7283456,603
results/06_tiger/lib92_MappedOn_tair10,Chr5,9465077,9469794,9467435,4717
results/06_tiger/lib93_MappedOn_tair10,Chr1,11475604,11475673,11475638,69
results/06_tiger/lib93_MappedOn_tair10,Chr1,29747144,29747345,29747244,201
results/06_tiger/lib93_MappedOn_tair10,Chr2,1362686,1363031,1362858,345
results/06_tiger/lib93_MappedOn_tair10,Chr2,15153989,15154598,15154293,609
results/06_tiger/lib93_MappedOn_tair10,Chr3,16284716,16284990,16284853,274
results/06_tiger/lib93_MappedOn_tair10,Chr3,22947968,22948285,22948126,317
results/06_tiger/lib93_MappedOn_tair10,Chr4,1380030,1380512,1380271,482
results/06_tiger/lib93_MappedOn_tair10,Chr5,13937574,13937717,13937646,143
results/06_tiger/lib93_MappedOn_tair10,Chr5,21611277,21612533,21611905,1256
results/06_tiger/lib94_MappedOn_tair10,Chr1,11473848,11474185,11474016,337
results/06_tiger/lib94_MappedOn_tair10,Chr1,12163394,12164711,12164052,1317
results/06_tiger/lib94_MappedOn_tair10,Chr2,12823856,12823940,12823898,84
results/06_tiger/lib94_MappedOn_tair10,Chr2,16060633,16061502,16061067,869
results/06_tiger/lib94_MappedOn_tair10,Chr3,2577096,2577507,2577302,411
results/06_tiger/lib94_MappedOn_tair10,Chr3,8059150,8059295,8059222,145
results/06_tiger/lib94_MappedOn_tair10,Chr4,7325353,7326500,7325927,1147
results/06_tiger/lib94_MappedOn_tair10,Chr5,14240145,14241777,14240961,1632
results/06_tiger/lib94_MappedOn_tair10,Chr5,23340250,23340308,23340279,58
results/06_tiger/lib95_MappedOn_tair10,Chr1,13033405,13035737,13034571,2332
results/06_tiger/lib95_MappedOn_tair10,Chr1,29026411,29027386,29026899,975
results/06_tiger/lib95_MappedOn_tair10,Chr2,1561026,1563204,1562115,2178
results/06_tiger/lib95_MappedOn_tair10,Chr2,18107991,18108024,18108007,33
results/06_tiger/lib95_MappedOn_tair10,Chr3,10896907,10896935,10896921,28
results/06_tiger/lib95_MappedOn_tair10,Chr4,6540689,6543112,6541901,2423
results/06_tiger/lib95_MappedOn_tair10,Chr5,14916386,14916573,14916480,187
results/06_tiger/lib96_MappedOn_tair10,Chr1,4473878,4473929,4473904,51
results/06_tiger/lib96_MappedOn_tair10,Chr2,4940952,4941001,4940976,49
results/06_tiger/lib96_MappedOn_tair10,Chr3,8127668,8127729,8127698,61
results/06_tiger/lib96_MappedOn_tair10,Chr3,10023272,10023303,10023288,31
results/06_tiger/lib96_MappedOn_tair10,Chr3,19392998,19399488,19396243,6490
results/06_tiger/lib96_MappedOn_tair10,Chr4,580220,580759,580490,539
results/06_tiger/lib96_MappedOn_tair10,Chr5,9552001,9552383,9552192,382
results/06_tiger/lib96_MappedOn_tair10,Chr5,14825786,14825904,14825845,118
results/06_tiger/lib96_MappedOn_tair10,Chr5,22709150,22713072,22711111,3922
