chr	window	cumwindow	coInWindow	libSize
Chr4	8700001	82285791	1	95
Chr4	8800001	82385791	1	95
Chr4	8900001	82485791	0	95
Chr4	9000001	82585791	2	95
Chr4	9100001	82685791	2	95
Chr4	9200001	82785791	0	95
Chr4	9300001	82885791	2	95
Chr4	9400001	82985791	0	95
Chr4	9500001	83085791	0	95
Chr4	9600001	83185791	2	95
Chr4	9700001	83285791	0	95
Chr4	9800001	83385791	0	95
Chr4	9900001	83485791	5	95
Chr4	10000001	83585791	0	95
Chr4	10100001	83685791	2	95
Chr4	10200001	83785791	1	95
Chr4	10300001	83885791	1	95
Chr4	10400001	83985791	2	95
Chr4	10500001	84085791	0	95
Chr4	10600001	84185791	0	95
Chr4	10700001	84285791	1	95
Chr4	10800001	84385791	2	95
Chr4	10900001	84485791	1	95
Chr4	11000001	84585791	0	95
Chr4	11100001	84685791	0	95
Chr4	11200001	84785791	1	95
Chr4	11300001	84885791	1	95
Chr4	11400001	84985791	0	95
Chr4	11500001	85085791	0	95
Chr4	11600001	85185791	0	95
Chr4	11700001	85285791	0	95
Chr4	11800001	85385791	0	95
Chr4	11900001	85485791	3	95
Chr4	12000001	85585791	0	95
Chr4	12100001	85685791	0	95
Chr4	12200001	85785791	1	95
Chr4	12300001	85885791	0	95
Chr4	12400001	85985791	1	95
Chr4	12500001	86085791	0	95
Chr4	12600001	86185791	1	95
Chr4	12700001	86285791	0	95
Chr4	12800001	86385791	0	95
Chr4	12900001	86485791	0	95
Chr4	13000001	86585791	0	95
Chr4	13100001	86685791	1	95
Chr4	13200001	86785791	0	95
Chr4	13300001	86885791	0	95
Chr4	13400001	86985791	0	95
Chr4	13500001	87085791	0	95
Chr4	13600001	87185791	0	95
Chr4	13700001	87285791	0	95
Chr4	13800001	87385791	0	95
Chr4	13900001	87485791	2	95
Chr4	14000001	87585791	0	95
Chr4	14100001	87685791	2	95
Chr4	14200001	87785791	0	95
Chr4	14300001	87885791	0	95
Chr4	14400001	87985791	1	95
Chr4	14500001	88085791	0	95
Chr4	14600001	88185791	1	95
Chr4	14700001	88285791	0	95
Chr4	14800001	88385791	0	95
Chr4	14900001	88485791	0	95
Chr4	15000001	88585791	0	95
Chr4	15100001	88685791	0	95
Chr4	15200001	88785791	0	95
Chr4	15300001	88885791	0	95
Chr4	15400001	88985791	0	95
Chr4	15500001	89085791	1	95
Chr4	15600001	89185791	0	95
Chr4	15700001	89285791	0	95
Chr4	15800001	89385791	0	95
Chr4	15900001	89485791	0	95
Chr4	16000001	89585791	0	95
Chr4	16100001	89685791	0	95
Chr4	16200001	89785791	1	95
Chr4	16300001	89885791	0	95
Chr4	16400001	89985791	2	95
Chr4	16500001	90085791	1	95
Chr4	16600001	90185791	2	95
Chr4	16700001	90285791	2	95
Chr4	16800001	90385791	0	95
Chr4	16900001	90485791	1	95
Chr4	17000001	90585791	1	95
Chr4	17100001	90685791	0	95
Chr4	17200001	90785791	2	95
Chr4	17300001	90885791	3	95
Chr4	17400001	90985791	0	95
Chr4	17500001	91085791	1	95
Chr4	17600001	91185791	2	95
Chr4	17700001	91285791	0	95
Chr4	17800001	91385791	1	95
Chr4	17900001	91485791	0	95
Chr4	18000001	91585791	0	95
Chr4	18100001	91685791	1	95
Chr4	18200001	91785791	0	95
Chr4	18300001	91885791	0	95
Chr4	18400001	91985791	2	95
Chr4	18500001	92085791	2	95
Chr5	1	92170847	0	95
Chr5	100001	92270847	0	95
Chr5	200001	92370847	1	95
Chr5	300001	92470847	3	95
Chr5	400001	92570847	4	95
Chr5	500001	92670847	3	95
Chr5	600001	92770847	0	95
Chr5	700001	92870847	1	95
Chr5	800001	92970847	1	95
Chr5	900001	93070847	1	95
Chr5	1000001	93170847	3	95
Chr5	1100001	93270847	0	95
Chr5	1200001	93370847	0	95
Chr5	1300001	93470847	0	95
Chr5	1400001	93570847	0	95
Chr5	1500001	93670847	0	95
Chr5	1600001	93770847	2	95
Chr5	1700001	93870847	1	95
Chr5	1800001	93970847	0	95
Chr5	1900001	94070847	1	95
Chr5	2000001	94170847	1	95
Chr5	2100001	94270847	0	95
Chr5	2200001	94370847	0	95
Chr5	2300001	94470847	0	95
Chr5	2400001	94570847	0	95
Chr5	2500001	94670847	0	95
Chr5	2600001	94770847	2	95
Chr5	2700001	94870847	0	95
Chr5	2800001	94970847	0	95
Chr5	2900001	95070847	0	95
Chr5	3000001	95170847	1	95
Chr5	3100001	95270847	1	95
Chr5	3200001	95370847	2	95
Chr5	3300001	95470847	0	95
Chr5	3400001	95570847	0	95
Chr5	3500001	95670847	1	95
Chr5	3600001	95770847	0	95
Chr5	3700001	95870847	0	95
Chr5	3800001	95970847	2	95
Chr5	3900001	96070847	0	95
Chr5	4000001	96170847	0	95
Chr5	4100001	96270847	0	95
Chr5	4200001	96370847	1	95
Chr5	4300001	96470847	0	95
Chr5	4400001	96570847	0	95
Chr5	4500001	96670847	0	95
Chr5	4600001	96770847	2	95
Chr5	4700001	96870847	0	95
Chr5	4800001	96970847	0	95
Chr5	4900001	97070847	0	95
Chr5	5000001	97170847	0	95
Chr5	5100001	97270847	1	95
Chr5	5200001	97370847	0	95
Chr5	5300001	97470847	0	95
Chr5	5400001	97570847	0	95
Chr5	5500001	97670847	0	95
Chr5	5600001	97770847	2	95
Chr5	5700001	97870847	0	95
Chr5	5800001	97970847	0	95
Chr5	5900001	98070847	0	95
Chr5	6000001	98170847	0	95
Chr5	6100001	98270847	1	95
Chr5	6200001	98370847	0	95
Chr5	6300001	98470847	0	95
Chr5	6400001	98570847	0	95
Chr5	6500001	98670847	0	95
Chr5	6600001	98770847	0	95
Chr5	6700001	98870847	0	95
Chr5	6800001	98970847	0	95
Chr5	6900001	99070847	1	95
Chr5	7000001	99170847	1	95
Chr5	7100001	99270847	3	95
Chr5	7200001	99370847	0	95
Chr5	7300001	99470847	0	95
Chr5	7400001	99570847	0	95
Chr5	7500001	99670847	0	95
Chr5	7600001	99770847	0	95
Chr5	7700001	99870847	2	95
Chr5	7800001	99970847	2	95
Chr5	7900001	100070847	2	95
Chr5	8000001	100170847	0	95
Chr5	8100001	100270847	1	95
Chr5	8200001	100370847	0	95
Chr5	8300001	100470847	0	95
Chr5	8400001	100570847	0	95
Chr5	8500001	100670847	1	95
Chr5	8600001	100770847	0	95
Chr5	8700001	100870847	1	95
Chr5	8800001	100970847	1	95
Chr5	8900001	101070847	1	95
Chr5	9000001	101170847	4	95
Chr5	9100001	101270847	0	95
Chr5	9200001	101370847	2	95
Chr5	9300001	101470847	2	95
Chr5	9400001	101570847	1	95
Chr5	9500001	101670847	1	95
Chr5	9600001	101770847	1	95
Chr5	9700001	101870847	1	95
Chr5	9800001	101970847	1	95
Chr5	9900001	102070847	4	95
Chr5	10000001	102170847	0	95
Chr5	10100001	102270847	1	95
Chr5	10200001	102370847	6	95
Chr5	10300001	102470847	0	95
Chr5	10400001	102570847	2	95
Chr5	10500001	102670847	0	95
Chr5	10600001	102770847	2	95
Chr5	10700001	102870847	0	95
Chr5	10800001	102970847	0	95
Chr5	10900001	103070847	2	95
Chr5	11000001	103170847	1	95
Chr5	11100001	103270847	0	95
Chr5	11200001	103370847	0	95
Chr5	11300001	103470847	0	95
Chr5	11400001	103570847	0	95
Chr5	11500001	103670847	0	95
Chr5	11600001	103770847	0	95
Chr5	11700001	103870847	0	95
Chr5	11800001	103970847	0	95
Chr5	11900001	104070847	0	95
Chr5	12000001	104170847	0	95
Chr5	12100001	104270847	0	95
Chr5	12200001	104370847	0	95
Chr5	12300001	104470847	0	95
Chr5	12400001	104570847	0	95
Chr5	12500001	104670847	0	95
Chr5	12600001	104770847	0	95
Chr5	12700001	104870847	0	95
Chr5	12800001	104970847	0	95
Chr5	12900001	105070847	0	95
Chr5	13000001	105170847	0	95
Chr5	13100001	105270847	0	95
Chr5	13200001	105370847	0	95
Chr5	13300001	105470847	3	95
Chr5	13400001	105570847	0	95
Chr5	13500001	105670847	1	95
Chr5	13600001	105770847	1	95
Chr5	13700001	105870847	1	95
Chr5	13800001	105970847	1	95
Chr5	13900001	106070847	0	95
Chr5	14000001	106170847	0	95
Chr5	14100001	106270847	0	95
Chr5	14200001	106370847	2	95
Chr5	14300001	106470847	1	95
Chr5	14400001	106570847	0	95
Chr5	14500001	106670847	2	95
Chr5	14600001	106770847	1	95
Chr5	14700001	106870847	2	95
Chr5	14800001	106970847	3	95
Chr5	14900001	107070847	1	95
Chr5	15000001	107170847	1	95
Chr5	15100001	107270847	0	95
Chr5	15200001	107370847	3	95
Chr5	15300001	107470847	3	95
Chr5	15400001	107570847	1	95
Chr5	15500001	107670847	1	95
Chr5	15600001	107770847	1	95
Chr5	15700001	107870847	1	95
Chr5	15800001	107970847	0	95
Chr5	15900001	108070847	0	95
Chr5	16000001	108170847	2	95
Chr5	16100001	108270847	1	95
Chr5	16200001	108370847	0	95
Chr5	16300001	108470847	0	95
Chr5	16400001	108570847	0	95
Chr5	16500001	108670847	1	95
Chr5	16600001	108770847	1	95
Chr5	16700001	108870847	0	95
Chr5	16800001	108970847	1	95
Chr5	16900001	109070847	0	95
Chr5	17000001	109170847	1	95
Chr5	17100001	109270847	0	95
Chr5	17200001	109370847	1	95
Chr5	17300001	109470847	0	95
Chr5	17400001	109570847	0	95
Chr5	17500001	109670847	0	95
Chr5	17600001	109770847	0	95
Chr5	17700001	109870847	0	95
Chr5	17800001	109970847	1	95
Chr5	17900001	110070847	0	95
Chr5	18000001	110170847	0	95
Chr5	18100001	110270847	0	95
Chr5	18200001	110370847	1	95
Chr5	18300001	110470847	0	95
Chr5	18400001	110570847	0	95
Chr5	18500001	110670847	1	95
Chr5	18600001	110770847	1	95
Chr5	18700001	110870847	0	95
Chr5	18800001	110970847	0	95
Chr5	18900001	111070847	2	95
Chr5	19000001	111170847	1	95
Chr5	19100001	111270847	0	95
Chr5	19200001	111370847	0	95
Chr5	19300001	111470847	1	95
Chr5	19400001	111570847	0	95
Chr5	19500001	111670847	0	95
Chr5	19600001	111770847	0	95
Chr5	19700001	111870847	0	95
Chr5	19800001	111970847	0	95
Chr5	19900001	112070847	0	95
Chr5	20000001	112170847	1	95
Chr5	20100001	112270847	0	95
Chr5	20200001	112370847	1	95
Chr5	20300001	112470847	0	95
Chr5	20400001	112570847	0	95
Chr5	20500001	112670847	0	95
Chr5	20600001	112770847	0	95
Chr5	20700001	112870847	0	95
Chr5	20800001	112970847	0	95
Chr5	20900001	113070847	0	95
Chr5	21000001	113170847	2	95
Chr5	21100001	113270847	0	95
Chr5	21200001	113370847	1	95
Chr5	21300001	113470847	1	95
Chr5	21400001	113570847	0	95
Chr5	21500001	113670847	1	95
Chr5	21600001	113770847	4	95
Chr5	21700001	113870847	0	95
Chr5	21800001	113970847	3	95
Chr5	21900001	114070847	2	95
Chr5	22000001	114170847	0	95
Chr5	22100001	114270847	5	95
Chr5	22200001	114370847	2	95
Chr5	22300001	114470847	0	95
Chr5	22400001	114570847	0	95
Chr5	22500001	114670847	0	95
Chr5	22600001	114770847	0	95
Chr5	22700001	114870847	0	95
Chr5	22800001	114970847	0	95
Chr5	22900001	115070847	3	95
Chr5	23000001	115170847	0	95
Chr5	23100001	115270847	0	95
Chr5	23200001	115370847	0	95
Chr5	23300001	115470847	0	95
Chr5	23400001	115570847	0	95
Chr5	23500001	115670847	0	95
Chr5	23600001	115770847	0	95
Chr5	23700001	115870847	0	95
Chr5	23800001	115970847	1	95
Chr5	23900001	116070847	1	95
Chr5	24000001	116170847	0	95
Chr5	24100001	116270847	0	95
Chr5	24200001	116370847	0	95
Chr5	24300001	116470847	0	95
Chr5	24400001	116570847	0	95
Chr5	24500001	116670847	0	95
Chr5	24600001	116770847	0	95
Chr5	24700001	116870847	0	95
Chr5	24800001	116970847	0	95
Chr5	24900001	117070847	2	95
Chr5	25000001	117170847	0	95
Chr5	25100001	117270847	3	95
Chr5	25200001	117370847	1	95
Chr5	25300001	117470847	1	95
Chr5	25400001	117570847	2	95
Chr5	25500001	117670847	0	95
Chr5	25600001	117770847	0	95
Chr5	25700001	117870847	0	95
Chr5	25800001	117970847	0	95
Chr5	25900001	118070847	0	95
Chr5	26000001	118170847	1	95
Chr5	26100001	118270847	0	95
Chr5	26200001	118370847	0	95
Chr5	26300001	118470847	2	95
Chr5	26400001	118570847	1	95
Chr5	26500001	118670847	0	95
Chr5	26600001	118770847	2	95
Chr5	26700001	118870847	2	95
Chr5	26800001	118970847	0	95
Chr5	26900001	119070847	0	95
